日期,单品编码,批发价格(元/千克)
2020/7/6,1.029E+14,5.82
2020/7/6,1.029E+14,4.98
2020/7/6,1.029E+14,8.44
2020/7/6,1.029E+14,5.45
2020/7/6,1.029E+14,4.06
2020/7/6,1.029E+14,10.09
2020/7/6,1.029E+14,3.6
2020/7/6,1.029E+14,7.38
2020/7/6,1.029E+14,11.68
2020/7/6,1.029E+14,6.14
2020/7/6,1.029E+14,8.16
2020/7/6,1.029E+14,8.05
2020/7/6,1.029E+14,1.64
2020/7/6,1.029E+14,9.17
2020/7/6,1.029E+14,4.44
2020/7/6,1.029E+14,5.27
2020/7/6,1.029E+14,5.6
2020/7/6,1.029E+14,6.42
2020/7/6,1.029E+14,5.31
2020/7/7,1.029E+14,3.26
2020/7/7,1.029E+14,6.92
2020/7/7,1.029E+14,3.18
2020/7/7,1.029E+14,9.9
2020/7/7,1.029E+14,6.25
2020/7/7,1.029E+14,4.65
2020/7/7,1.029E+14,4.21
2020/7/7,1.029E+14,2.2
2020/7/7,1.029E+14,3.73
2020/7/7,1.029E+14,4.6
2020/7/7,1.029E+14,5.48
2020/7/7,1.029E+14,4.75
2020/7/7,1.029E+14,2.05
2020/7/7,1.029E+14,12
2020/7/7,1.029E+14,4.05
2020/7/7,1.029E+14,9.16
2020/7/7,1.029E+14,8
2020/7/7,1.029E+14,7.88
2020/7/7,1.029E+14,5.8
2020/7/7,1.029E+14,4.75
2020/7/7,1.029E+14,8.46
2020/7/7,1.029E+14,5.46
2020/7/7,1.029E+14,4.07
2020/7/7,1.029E+14,10.05
2020/7/7,1.029E+14,3.6
2020/7/7,1.029E+14,6.19
2020/7/7,1.029E+14,11.69
2020/7/7,1.029E+14,6.13
2020/7/7,1.029E+14,8.08
2020/7/7,1.029E+14,10.56
2020/7/7,1.029E+14,1.64
2020/7/7,1.029E+14,4.32
2020/7/7,1.029E+14,9.42
2020/7/7,1.029E+14,4.44
2020/7/7,1.029E+14,5.44
2020/7/7,1.029E+14,6.6
2020/7/7,1.029E+14,5.31
2020/7/8,1.029E+14,3.24
2020/7/8,1.029E+14,6.92
2020/7/8,1.029E+14,3.02
2020/7/8,1.029E+14,10.42
2020/7/8,1.029E+14,4.59
2020/7/8,1.029E+14,6.25
2020/7/8,1.029E+14,4.78
2020/7/8,1.029E+14,4.21
2020/7/8,1.029E+14,2.2
2020/7/8,1.029E+14,3.75
2020/7/8,1.029E+14,4.77
2020/7/8,1.029E+14,5.62
2020/7/8,1.029E+14,5.23
2020/7/8,1.029E+14,2.04
2020/7/8,1.029E+14,12
2020/7/8,1.029E+14,4.05
2020/7/8,1.029E+14,9.09
2020/7/8,1.029E+14,4.39
2020/7/8,1.029E+14,9
2020/7/8,1.029E+14,7.87
2020/7/8,1.029E+14,6.2
2020/7/8,1.029E+14,4.75
2020/7/8,1.029E+14,8.42
2020/7/8,1.029E+14,5.47
2020/7/8,1.029E+14,4.11
2020/7/8,1.029E+14,10.04
2020/7/8,1.029E+14,3.6
2020/7/8,1.029E+14,4.34
2020/7/8,1.029E+14,11.54
2020/7/8,1.029E+14,6.13
2020/7/8,1.029E+14,7.55
2020/7/8,1.029E+14,12.22
2020/7/8,1.029E+14,9.81
2020/7/8,1.029E+14,4.44
2020/7/8,1.029E+14,5.27
2020/7/8,1.029E+14,7.17
2020/7/8,1.029E+14,5.31
2020/7/9,1.029E+14,3.08
2020/7/9,1.029E+14,7.06
2020/7/9,1.029E+14,2.84
2020/7/9,1.029E+14,10.42
2020/7/9,1.029E+14,6.25
2020/7/9,1.029E+14,4.77
2020/7/9,1.029E+14,4.22
2020/7/9,1.029E+14,2.15
2020/7/9,1.029E+14,3.75
2020/7/9,1.029E+14,4.81
2020/7/9,1.029E+14,5.52
2020/7/9,1.029E+14,5.3
2020/7/9,1.029E+14,2.04
2020/7/9,1.029E+14,12
2020/7/9,1.029E+14,4.05
2020/7/9,1.029E+14,9.03
2020/7/9,1.029E+14,4.46
2020/7/9,1.029E+14,7.85
2020/7/9,1.029E+14,6.26
2020/7/9,1.029E+14,4.75
2020/7/9,1.029E+14,7.92
2020/7/9,1.029E+14,5.47
2020/7/9,1.029E+14,4.09
2020/7/9,1.029E+14,10.03
2020/7/9,1.029E+14,3.6
2020/7/9,1.029E+14,4.34
2020/7/9,1.029E+14,10.2
2020/7/9,1.029E+14,6.12
2020/7/9,1.029E+14,7.25
2020/7/9,1.029E+14,12.24
2020/7/9,1.029E+14,9.8
2020/7/9,1.029E+14,4.44
2020/7/9,1.029E+14,4.07
2020/7/9,1.029E+14,5.21
2020/7/9,1.029E+14,7.26
2020/7/9,1.029E+14,5.31
2020/7/10,1.029E+14,2.41
2020/7/10,1.029E+14,7.07
2020/7/10,1.029E+14,2.62
2020/7/10,1.029E+14,10.43
2020/7/10,1.029E+14,6.25
2020/7/10,1.029E+14,2.01
2020/7/10,1.029E+14,4.76
2020/7/10,1.029E+14,4.23
2020/7/10,1.029E+14,2.1
2020/7/10,1.029E+14,3.75
2020/7/10,1.029E+14,4.83
2020/7/10,1.029E+14,5.51
2020/7/10,1.029E+14,5.5
2020/7/10,1.029E+14,2.1
2020/7/10,1.029E+14,12
2020/7/10,1.029E+14,4.05
2020/7/10,1.029E+14,8.82
2020/7/10,1.029E+14,4.46
2020/7/10,1.029E+14,9
2020/7/10,1.029E+14,7.86
2020/7/10,1.029E+14,6.11
2020/7/10,1.029E+14,5.42
2020/7/10,1.029E+14,7.35
2020/7/10,1.029E+14,7.88
2020/7/10,1.029E+14,5.44
2020/7/10,1.029E+14,4.06
2020/7/10,1.029E+14,9.94
2020/7/10,1.029E+14,3.6
2020/7/10,1.029E+14,10.2
2020/7/10,1.029E+14,6.11
2020/7/10,1.029E+14,7.32
2020/7/10,1.029E+14,9.81
2020/7/10,1.029E+14,5.29
2020/7/10,1.029E+14,8.11
2020/7/10,1.029E+14,4.7
2020/7/10,1.029E+14,7.87
2020/7/10,1.029E+14,5.31
2020/7/10,1.06956E+14,1.96
2020/7/11,1.029E+14,2.38
2020/7/11,1.029E+14,7.03
2020/7/11,1.029E+14,2.37
2020/7/11,1.029E+14,10.38
2020/7/11,1.029E+14,6.25
2020/7/11,1.029E+14,4.77
2020/7/11,1.029E+14,4.24
2020/7/11,1.029E+14,2.1
2020/7/11,1.029E+14,3.75
2020/7/11,1.029E+14,6.6
2020/7/11,1.029E+14,5.42
2020/7/11,1.029E+14,2.19
2020/7/11,1.029E+14,12
2020/7/11,1.029E+14,4.13
2020/7/11,1.029E+14,8.91
2020/7/11,1.029E+14,9
2020/7/11,1.029E+14,7.86
2020/7/11,1.029E+14,6.37
2020/7/11,1.029E+14,5.64
2020/7/11,1.029E+14,8.3
2020/7/11,1.029E+14,5.41
2020/7/11,1.029E+14,4.04
2020/7/11,1.029E+14,10
2020/7/11,1.029E+14,3.6
2020/7/11,1.029E+14,4.72
2020/7/11,1.029E+14,10.2
2020/7/11,1.029E+14,6.11
2020/7/11,1.029E+14,7.51
2020/7/11,1.029E+14,11.9
2020/7/11,1.029E+14,4.32
2020/7/11,1.029E+14,10.61
2020/7/11,1.029E+14,5.05
2020/7/11,1.029E+14,8.1
2020/7/11,1.029E+14,3.86
2020/7/11,1.029E+14,8.15
2020/7/11,1.029E+14,5.31
2020/7/12,1.029E+14,2.39
2020/7/12,1.029E+14,6.92
2020/7/12,1.029E+14,2.24
2020/7/12,1.029E+14,10.39
2020/7/12,1.029E+14,6.25
2020/7/12,1.029E+14,4.86
2020/7/12,1.029E+14,4.43
2020/7/12,1.029E+14,2.1
2020/7/12,1.029E+14,3.75
2020/7/12,1.029E+14,4.94
2020/7/12,1.029E+14,5.56
2020/7/12,1.029E+14,5.05
2020/7/12,1.029E+14,2.22
2020/7/12,1.029E+14,12
2020/7/12,1.029E+14,4.25
2020/7/12,1.029E+14,8.49
2020/7/12,1.029E+14,9
2020/7/12,1.029E+14,7.81
2020/7/12,1.029E+14,6.72
2020/7/12,1.029E+14,6.08
2020/7/12,1.029E+14,7.83
2020/7/12,1.029E+14,5.41
2020/7/12,1.029E+14,4.05
2020/7/12,1.029E+14,10.01
2020/7/12,1.029E+14,3.6
2020/7/12,1.029E+14,7.38
2020/7/12,1.029E+14,10.19
2020/7/12,1.029E+14,6.08
2020/7/12,1.029E+14,6.27
2020/7/12,1.029E+14,11.37
2020/7/12,1.029E+14,4.26
2020/7/12,1.029E+14,11.06
2020/7/12,1.029E+14,4.94
2020/7/12,1.029E+14,5.34
2020/7/12,1.029E+14,3.48
2020/7/12,1.029E+14,24.05
2020/7/12,1.029E+14,7.91
2020/7/12,1.029E+14,5.31
2020/7/12,1.06956E+14,2.07
2020/7/13,1.029E+14,6.92
2020/7/13,1.029E+14,2.17
2020/7/13,1.029E+14,10.35
2020/7/13,1.029E+14,6.25
2020/7/13,1.029E+14,4.92
2020/7/13,1.029E+14,4.25
2020/7/13,1.029E+14,2.1
2020/7/13,1.029E+14,3.75
2020/7/13,1.029E+14,5.24
2020/7/13,1.029E+14,5.5
2020/7/13,1.029E+14,5.42
2020/7/13,1.029E+14,2.2
2020/7/13,1.029E+14,12
2020/7/13,1.029E+14,3.75
2020/7/13,1.029E+14,8.29
2020/7/13,1.029E+14,9
2020/7/13,1.029E+14,7.84
2020/7/13,1.029E+14,6.9
2020/7/13,1.029E+14,5.86
2020/7/13,1.029E+14,8.8
2020/7/13,1.029E+14,5.4
2020/7/13,1.029E+14,4.05
2020/7/13,1.029E+14,10.03
2020/7/13,1.029E+14,3.6
2020/7/13,1.029E+14,7.09
2020/7/13,1.029E+14,10.18
2020/7/13,1.029E+14,6.06
2020/7/13,1.029E+14,6.27
2020/7/13,1.029E+14,11.36
2020/7/13,1.029E+14,3.76
2020/7/13,1.029E+14,4.97
2020/7/13,1.029E+14,4.28
2020/7/13,1.029E+14,3.33
2020/7/13,1.029E+14,7.8
2020/7/13,1.029E+14,5.31
2020/7/14,1.029E+14,6.92
2020/7/14,1.029E+14,1.76
2020/7/14,1.029E+14,10.35
2020/7/14,1.029E+14,6
2020/7/14,1.029E+14,4.88
2020/7/14,1.029E+14,4.27
2020/7/14,1.029E+14,1.91
2020/7/14,1.029E+14,3.75
2020/7/14,1.029E+14,5.06
2020/7/14,1.029E+14,5.9
2020/7/14,1.029E+14,5.67
2020/7/14,1.029E+14,2.16
2020/7/14,1.029E+14,12
2020/7/14,1.029E+14,3.75
2020/7/14,1.029E+14,7.79
2020/7/14,1.029E+14,8
2020/7/14,1.029E+14,7.8
2020/7/14,1.029E+14,7.32
2020/7/14,1.029E+14,5.35
2020/7/14,1.029E+14,11.45
2020/7/14,1.029E+14,5.24
2020/7/14,1.029E+14,4
2020/7/14,1.029E+14,9.94
2020/7/14,1.029E+14,3.2
2020/7/14,1.029E+14,4.94
2020/7/14,1.029E+14,9.84
2020/7/14,1.029E+14,6.05
2020/7/14,1.029E+14,6.4
2020/7/14,1.029E+14,12.22
2020/7/14,1.029E+14,3.64
2020/7/14,1.029E+14,5
2020/7/14,1.029E+14,4.27
2020/7/14,1.029E+14,2.97
2020/7/14,1.029E+14,1.7
2020/7/14,1.029E+14,6.84
2020/7/14,1.029E+14,5.31
2020/7/14,1.06956E+14,2.04
2020/7/15,1.029E+14,6.91
2020/7/15,1.029E+14,1.77
2020/7/15,1.029E+14,5.7
2020/7/15,1.029E+14,4.91
2020/7/15,1.029E+14,4.26
2020/7/15,1.029E+14,1.52
2020/7/15,1.029E+14,3.75
2020/7/15,1.029E+14,5.04
2020/7/15,1.029E+14,6.36
2020/7/15,1.029E+14,5.69
2020/7/15,1.029E+14,2.49
2020/7/15,1.029E+14,12
2020/7/15,1.029E+14,4.22
2020/7/15,1.029E+14,7.76
2020/7/15,1.029E+14,8
2020/7/15,1.029E+14,7.81
2020/7/15,1.029E+14,7.97
2020/7/15,1.029E+14,5.59
2020/7/15,1.029E+14,11.9
2020/7/15,1.029E+14,5.24
2020/7/15,1.029E+14,4.03
2020/7/15,1.029E+14,9.96
2020/7/15,1.029E+14,3.2
2020/7/15,1.029E+14,4.46
2020/7/15,1.029E+14,9.86
2020/7/15,1.029E+14,6.07
2020/7/15,1.029E+14,6.38
2020/7/15,1.029E+14,11.65
2020/7/15,1.029E+14,3.65
2020/7/15,1.029E+14,5
2020/7/15,1.029E+14,4.19
2020/7/15,1.029E+14,2.87
2020/7/15,1.029E+14,1.7
2020/7/15,1.029E+14,7.06
2020/7/15,1.029E+14,5.31
2020/7/15,1.06956E+14,2.05
2020/7/16,1.029E+14,6.8
2020/7/16,1.029E+14,1.76
2020/7/16,1.029E+14,10.83
2020/7/16,1.029E+14,5.67
2020/7/16,1.029E+14,4.47
2020/7/16,1.029E+14,4.26
2020/7/16,1.029E+14,1.4
2020/7/16,1.029E+14,3.75
2020/7/16,1.029E+14,5.04
2020/7/16,1.029E+14,7.5
2020/7/16,1.029E+14,5.66
2020/7/16,1.029E+14,2.46
2020/7/16,1.029E+14,12
2020/7/16,1.029E+14,4.25
2020/7/16,1.029E+14,7.74
2020/7/16,1.029E+14,8
2020/7/16,1.029E+14,7.82
2020/7/16,1.029E+14,8.46
2020/7/16,1.029E+14,5.56
2020/7/16,1.029E+14,12.51
2020/7/16,1.029E+14,5.26
2020/7/16,1.029E+14,4.07
2020/7/16,1.029E+14,9.97
2020/7/16,1.029E+14,3.2
2020/7/16,1.029E+14,4.45
2020/7/16,1.029E+14,10.09
2020/7/16,1.029E+14,6.05
2020/7/16,1.029E+14,6.24
2020/7/16,1.029E+14,11.3
2020/7/16,1.029E+14,3.1
2020/7/16,1.029E+14,3.65
2020/7/16,1.029E+14,5
2020/7/16,1.029E+14,4.7
2020/7/16,1.029E+14,2.82
2020/7/16,1.029E+14,7.58
2020/7/16,1.029E+14,5.31
2020/7/16,1.06956E+14,2.03
2020/7/17,1.029E+14,3.26
2020/7/17,1.029E+14,6.8
2020/7/17,1.029E+14,1.76
2020/7/17,1.029E+14,10.95
2020/7/17,1.029E+14,5.67
2020/7/17,1.029E+14,4.4
2020/7/17,1.029E+14,4.27
2020/7/17,1.029E+14,1.4
2020/7/17,1.029E+14,3.75
2020/7/17,1.029E+14,5.03
2020/7/17,1.029E+14,7.58
2020/7/17,1.029E+14,5.14
2020/7/17,1.029E+14,2.45
2020/7/17,1.029E+14,12
2020/7/17,1.029E+14,4.74
2020/7/17,1.029E+14,7.72
2020/7/17,1.029E+14,8
2020/7/17,1.029E+14,7.78
2020/7/17,1.029E+14,8.86
2020/7/17,1.029E+14,5.23
2020/7/17,1.029E+14,12.96
2020/7/17,1.029E+14,5.42
2020/7/17,1.029E+14,4.08
2020/7/17,1.029E+14,9.96
2020/7/17,1.029E+14,3.2
2020/7/17,1.029E+14,4.37
2020/7/17,1.029E+14,10.28
2020/7/17,1.029E+14,6.03
2020/7/17,1.029E+14,6.24
2020/7/17,1.029E+14,11.37
2020/7/17,1.029E+14,3.08
2020/7/17,1.029E+14,3.53
2020/7/17,1.029E+14,5
2020/7/17,1.029E+14,5.16
2020/7/17,1.029E+14,3.22
2020/7/17,1.029E+14,7.56
2020/7/17,1.029E+14,5.31
2020/7/17,1.06956E+14,2.03
2020/7/18,1.029E+14,3.22
2020/7/18,1.029E+14,6.8
2020/7/18,1.029E+14,1.76
2020/7/18,1.029E+14,10.85
2020/7/18,1.029E+14,5.38
2020/7/18,1.029E+14,4.37
2020/7/18,1.029E+14,4.35
2020/7/18,1.029E+14,1.4
2020/7/18,1.029E+14,3.75
2020/7/18,1.029E+14,4.96
2020/7/18,1.029E+14,8.3
2020/7/18,1.029E+14,5.14
2020/7/18,1.029E+14,2.55
2020/7/18,1.029E+14,12
2020/7/18,1.029E+14,5.02
2020/7/18,1.029E+14,7.75
2020/7/18,1.029E+14,8
2020/7/18,1.029E+14,7.79
2020/7/18,1.029E+14,8.93
2020/7/18,1.029E+14,5.02
2020/7/18,1.029E+14,13.74
2020/7/18,1.029E+14,5.45
2020/7/18,1.029E+14,4.08
2020/7/18,1.029E+14,9.91
2020/7/18,1.029E+14,2.83
2020/7/18,1.029E+14,5.73
2020/7/18,1.029E+14,10.43
2020/7/18,1.029E+14,6.05
2020/7/18,1.029E+14,6.12
2020/7/18,1.029E+14,12
2020/7/18,1.029E+14,3.09
2020/7/18,1.029E+14,5
2020/7/18,1.029E+14,4.55
2020/7/18,1.029E+14,3.21
2020/7/18,1.029E+14,6.72
2020/7/18,1.029E+14,5.31
2020/7/18,1.06956E+14,2.02
2020/7/19,1.029E+14,6.8
2020/7/19,1.029E+14,2.1
2020/7/19,1.029E+14,10.97
2020/7/19,1.029E+14,5.33
2020/7/19,1.029E+14,4.38
2020/7/19,1.029E+14,4.37
2020/7/19,1.029E+14,1.4
2020/7/19,1.029E+14,3.78
2020/7/19,1.029E+14,4.8
2020/7/19,1.029E+14,8.95
2020/7/19,1.029E+14,5.14
2020/7/19,1.029E+14,2.71
2020/7/19,1.029E+14,12
2020/7/19,1.029E+14,5.04
2020/7/19,1.029E+14,7.86
2020/7/19,1.029E+14,8
2020/7/19,1.029E+14,7.81
2020/7/19,1.029E+14,9.02
2020/7/19,1.029E+14,6.19
2020/7/19,1.029E+14,12.29
2020/7/19,1.029E+14,5.43
2020/7/19,1.029E+14,4.06
2020/7/19,1.029E+14,9.9
2020/7/19,1.029E+14,2.8
2020/7/19,1.029E+14,4.13
2020/7/19,1.029E+14,10.29
2020/7/19,1.029E+14,6.07
2020/7/19,1.029E+14,6.15
2020/7/19,1.029E+14,11.21
2020/7/19,1.029E+14,3.12
2020/7/19,1.029E+14,4.55
2020/7/19,1.029E+14,4.44
2020/7/19,1.029E+14,3.28
2020/7/19,1.029E+14,6.24
2020/7/19,1.029E+14,5.31
2020/7/19,1.06956E+14,2.05
2020/7/20,1.029E+14,6.8
2020/7/20,1.029E+14,2.18
2020/7/20,1.029E+14,10.05
2020/7/20,1.029E+14,5.33
2020/7/20,1.029E+14,4.38
2020/7/20,1.029E+14,4.37
2020/7/20,1.029E+14,1.56
2020/7/20,1.029E+14,3.83
2020/7/20,1.029E+14,5.05
2020/7/20,1.029E+14,8.71
2020/7/20,1.029E+14,5.14
2020/7/20,1.029E+14,2.71
2020/7/20,1.029E+14,12
2020/7/20,1.029E+14,5.05
2020/7/20,1.029E+14,7.86
2020/7/20,1.029E+14,8
2020/7/20,1.029E+14,7.82
2020/7/20,1.029E+14,8.88
2020/7/20,1.029E+14,6.15
2020/7/20,1.029E+14,12.44
2020/7/20,1.029E+14,5.44
2020/7/20,1.029E+14,4.07
2020/7/20,1.029E+14,9.96
2020/7/20,1.029E+14,2.8
2020/7/20,1.029E+14,10.21
2020/7/20,1.029E+14,6.08
2020/7/20,1.029E+14,6.21
2020/7/20,1.029E+14,11.24
2020/7/20,1.029E+14,3.13
2020/7/20,1.029E+14,4.22
2020/7/20,1.029E+14,4.42
2020/7/20,1.029E+14,3.38
2020/7/20,1.029E+14,6.25
2020/7/20,1.029E+14,5.31
2020/7/20,1.06956E+14,2.07
2020/7/21,1.029E+14,3.37
2020/7/21,1.029E+14,6.66
2020/7/21,1.029E+14,2.17
2020/7/21,1.029E+14,9.83
2020/7/21,1.029E+14,5.33
2020/7/21,1.029E+14,4.33
2020/7/21,1.029E+14,4.29
2020/7/21,1.029E+14,1.8
2020/7/21,1.029E+14,3.75
2020/7/21,1.029E+14,5.06
2020/7/21,1.029E+14,8.7
2020/7/21,1.029E+14,5.14
2020/7/21,1.029E+14,3
2020/7/21,1.029E+14,12
2020/7/21,1.029E+14,5.05
2020/7/21,1.029E+14,7.77
2020/7/21,1.029E+14,8
2020/7/21,1.029E+14,7.84
2020/7/21,1.029E+14,8.91
2020/7/21,1.029E+14,5.8
2020/7/21,1.029E+14,12.55
2020/7/21,1.029E+14,5.51
2020/7/21,1.029E+14,4.07
2020/7/21,1.029E+14,9.96
2020/7/21,1.029E+14,2.8
2020/7/21,1.029E+14,3.99
2020/7/21,1.029E+14,10.21
2020/7/21,1.029E+14,6.1
2020/7/21,1.029E+14,5.28
2020/7/21,1.029E+14,11.35
2020/7/21,1.029E+14,3.14
2020/7/21,1.029E+14,4.64
2020/7/21,1.029E+14,4.46
2020/7/21,1.029E+14,3.37
2020/7/21,1.029E+14,20
2020/7/21,1.029E+14,6.3
2020/7/21,1.029E+14,5.31
2020/7/21,1.06956E+14,2.07
2020/7/22,1.029E+14,3.5
2020/7/22,1.029E+14,6.54
2020/7/22,1.029E+14,2.17
2020/7/22,1.029E+14,9.85
2020/7/22,1.029E+14,4.57
2020/7/22,1.029E+14,4.2
2020/7/22,1.029E+14,4.3
2020/7/22,1.029E+14,1.8
2020/7/22,1.029E+14,3.75
2020/7/22,1.029E+14,5.06
2020/7/22,1.029E+14,8.8
2020/7/22,1.029E+14,4.73
2020/7/22,1.029E+14,3.04
